STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,UNIT_MEASURE,Unit of measure,MEASURE,Measure,FREQ,Frequency,SEX,Sex,ACTIVITY,Economic activity (NACE Rev.2),ADJUSTMENT,Adjustment,RESIDENCE,Place of residence,TIME_PERIOD,Time period,OBS_VALUE,Observation value,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation status,DECIMALS,Decimals,COMMENT_TS_NACE,Comments on the time series NACE
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,1997-Q4,,54570,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,1998-Q1,,53761,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,1998-Q2,,55699,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,1998-Q3,,56411,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,1998-Q4,,57128,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,1999-Q1,,56761,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,1999-Q2,,58167,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,1999-Q3,,59050,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,1999-Q4,,59993,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2000-Q1,,59384,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2000-Q2,,60449,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2000-Q3,,61005,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2000-Q4,,62264,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2001-Q1,,62345,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2001-Q2,,63510,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2001-Q3,,64094,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2001-Q4,,64749,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2002-Q1,,64845,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2002-Q2,,65648,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2002-Q3,,65825,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2002-Q4,,66542,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2003-Q1,,66108,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2003-Q2,,66933,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2003-Q3,,67146,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2003-Q4,,67934,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2004-Q1,,67378,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2004-Q2,,68459,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2004-Q3,,68632,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2004-Q4,,68841,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2005-Q1,,68874,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2005-Q2,,69965,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2005-Q3,,70134,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2005-Q4,,70672,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2006-Q1,,70712,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2006-Q2,,71677,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2006-Q3,,71957,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2006-Q4,,72522,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2007-Q1,,72873,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2007-Q2,,74171,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2007-Q3,,74694,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2007-Q4,,75611,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2008-Q1,,76121,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2008-Q2,,77495,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2008-Q3,,78036,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2008-Q4,,78725,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2009-Q1,,78234,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2009-Q2,,78532,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2009-Q3,,78416,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2009-Q4,,78436,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2010-Q1,,78478,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2010-Q2,,79617,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2010-Q3,,80074,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2010-Q4,,80905,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2011-Q1,,80953,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2011-Q2,,82539,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2011-Q3,,82878,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2011-Q4,,83598,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2012-Q1,,83543,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2012-Q2,,84648,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2012-Q3,,84578,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2012-Q4,,85205,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2013-Q1,,84519,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2013-Q2,,85808,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2013-Q3,,86002,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2013-Q4,,86539,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2014-Q1,,86343,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2014-Q2,,87628,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2014-Q3,,87400,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2014-Q4,,88063,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2015-Q1,,87160,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,G-I,"Wholesale and retail trade, transportation and storage, accommodation and food service activities",N,Neither seasonally adjusted nor calendar adjusted data,_Z,Not applicable,2015-Q2,,88393,,0,Units,,,0,Zero,,
