STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,UNIT_MEASURE,Unit of measure,MEASURE,Measure,FREQ,Frequency,SEX,Sex,ACTIVITY,Economic activity (NACE Rev.2),ADJUSTMENT,Adjustment,RESIDENCE,Place of residence,TIME_PERIOD,Time period,OBS_VALUE,Observation value,UNIT_MULT,Unit multiplier,OBS_STATUS,Observation status,DECIMALS,Decimals,COMMENT_TS_NACE,Comments on the time series NACE
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,1996-Q1,,35255.4347499442,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,1996-Q2,,35541.291954997,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,1996-Q3,,35530.840444155,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,1996-Q4,,35473.7995231382,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,1997-Q1,,35741.8449719561,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,1997-Q2,,36089.7095854271,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,1997-Q3,,36383.3969803893,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,1997-Q4,,36609.1972803894,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,1998-Q1,,35532.7118447184,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,1998-Q2,,36388.485901042,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,1998-Q3,,36560.4727396839,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,1998-Q4,,36772.3534874251,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,1999-Q1,,36381.4905766909,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,1999-Q2,,37080.2665976225,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,1999-Q3,,37412.1965413577,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,1999-Q4,,36728.5494805169,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2000-Q1,,37122.6143387554,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2000-Q2,,37097.8937022063,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2000-Q3,,37512.100698505,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2000-Q4,,38100.5973601444,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2001-Q1,,38298.0313268525,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2001-Q2,,38243.5008660073,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2001-Q3,,38256.9376931789,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2001-Q4,,38107.211427472,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2002-Q1,,37908.6418506462,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2002-Q2,,37814.6801674562,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2002-Q3,,37689.1063088694,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2002-Q4,,37690.3217958712,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2003-Q1,,37899.1124478027,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2003-Q2,,38002.5047664572,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2003-Q3,,38023.1421216264,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2003-Q4,,38041.9862228496,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2004-Q1,,38188.3032703524,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2004-Q2,,38019.740871798,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2004-Q3,,37575.3602196702,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2004-Q4,,37509.2544019676,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2005-Q1,,37601.5357716262,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2005-Q2,,37653.6828209404,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2005-Q3,,37751.5701646232,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2005-Q4,,37724.9921113366,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2006-Q1,,37696.7287083614,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2006-Q2,,37786.8989401089,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2006-Q3,,37692.4184399292,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2006-Q4,,37466.0615973884,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2007-Q1,,37208.0756944506,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2007-Q2,,37389.7576201445,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2007-Q3,,37619.3656317138,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2007-Q4,,37746.2307828203,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2008-Q1,,37754.1785187686,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2008-Q2,,37935.7552428496,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2008-Q3,,38046.5796529785,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2008-Q4,,38098.8974184957,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2009-Q1,,37688.4817212482,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2009-Q2,,37022.1497589205,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2009-Q3,,36564.2985084104,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2009-Q4,,36374.3603735589,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2010-Q1,,36803.0224543726,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2010-Q2,,36897.8806181979,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2010-Q3,,36887.6291462757,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2010-Q4,,36893.8910545161,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2011-Q1,,36739.0408086402,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2011-Q2,,36998.7566843094,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2011-Q3,,37261.4435644512,,0,Units,,,0,Zero,,
DATAFLOW,LU1:DSD_EMPLOI_SAL@DF_B3000(1.0),Domestic payroll employment by economic activity,I,PERS,Persons,SAL_INT,Domestic payroll employment,Q,Quarterly,_Z,Not applicable,B-E,Industry (except construction),Y,Calendar and seasonally adjusted data,_Z,Not applicable,2011-Q4,,37206.3259093875,,0,Units,,,0,Zero,,
